sim_1,sim_2,sim_3,sim_4,sim_5,sim_6,sim_7,sim_8,sim_9,sim_10,sim_11,sim_12,sim_13,sim_14,sim_15,sim_16,sim_17,sim_18,sim_19,sim_20,sim_21,sim_22,sim_23,sim_24,sim_25,sim_26,sim_27,sim_28,sim_29,sim_30,sim_31,sim_32,sim_33,sim_34,sim_35,sim_36,sim_37,sim_38,sim_39,sim_40,sim_41,sim_42,sim_43,sim_44,sim_45,sim_46,sim_47,sim_48,sim_49,sim_50,sim_51,sim_52,sim_53,sim_54,sim_55,sim_56,sim_57,sim_58,sim_59,sim_60,sim_61,sim_62,sim_63,sim_64,sim_65,sim_66,sim_67,sim_68,sim_69,sim_70,sim_71,sim_72,sim_73,sim_74,sim_75,sim_76,sim_77,sim_78,sim_79,sim_80,sim_81,sim_82,sim_83,sim_84,sim_85,sim_86,sim_87,sim_88,sim_89,sim_90,sim_91,sim_92,sim_93,sim_94,sim_95,sim_96,sim_97,sim_98,sim_99,sim_100,Date,Commune
8.103589,8.672711,8.744182,8.847133,8.9394,8.32294,8.921073,8.487159,8.258039,8.921428,8.545032,7.887539,8.796207,9.041799,8.54377,8.62559,8.75035,8.902012,8.083135,8.220979,8.50606,8.69479,8.136411,8.421742,8.613078,8.453006,9.084916,8.287384,8.48987,8.757583,8.687583,8.661727,8.734847,8.99387,8.464008,8.31209,9.191919,9.2428055,8.254481,8.764442,8.724209,8.789001,8.5653715,8.368406,8.582403,8.84966,8.301683,7.9233956,9.29291,8.521671,9.060761,9.09552,8.62839,8.928148,8.67093,8.744723,8.932115,8.630549,8.854533,8.865555,8.723668,8.853363,8.634594,8.444325,7.992432,8.110313,9.069682,9.059278,8.45269,8.36242,8.51693,7.863529,8.662823,9.275998,8.344795,9.042016,8.523362,7.9423456,8.278525,8.4893055,8.598046,8.480708,8.552551,8.8283615,8.64394,8.0200615,8.571991,8.973702,9.369964,8.480542,7.9841275,8.8313675,8.139782,8.899391,8.922259,8.763342,8.482606,8.652894,8.295173,8.539513,2020-07-27,Providencia
8.629814,8.039672,8.419785,8.820818,8.154688,8.598949,7.967982,8.613319,8.047928,8.8995495,9.176501,9.345306,9.084232,8.73068,8.967617,8.7580595,9.648964,9.250906,8.53566,8.483365,9.227807,8.900122,9.079895,8.776396,8.375527,8.447464,8.398859,7.9577584,8.561443,8.410379,9.082997,8.768433,9.258104,8.869387,8.254875,8.890185,9.546422,8.325108,9.051517,7.845928,8.745013,9.137965,8.854829,8.085698,7.4730453,7.7760587,7.9328165,9.019948,8.743289,8.400912,7.958639,8.373604,9.03265,8.569709,8.557888,8.659671,8.654402,8.594014,9.346469,8.61724,8.137333,8.90136,8.337428,8.990088,8.714894,8.359983,9.052087,9.168332,8.819089,8.772649,8.143915,8.20582,8.940264,8.93017,8.845522,9.222297,8.650139,8.381383,8.991738,8.679729,9.141163,8.255383,8.857061,8.737641,8.85862,8.745661,8.949649,7.971633,8.763016,7.873794,8.845618,8.716384,8.243523,8.51056,8.659604,8.361736,8.327029,7.960594,9.258734,8.36423,2020-07-28,Providencia
8.770489,9.084789,8.726542,8.558678,8.277953,7.7557983,9.335559,8.495631,8.168222,8.077267,8.646654,8.7207,8.928067,8.554092,9.051752,8.092845,8.46037,7.955179,8.634592,8.152641,7.7893944,8.848174,8.50963,8.36183,8.967003,9.412112,8.472717,8.894702,8.292381,8.451646,8.738304,8.829944,7.6394777,9.174306,8.154071,8.311922,8.27707,9.800602,7.6913247,9.099267,8.90934,8.861536,8.598771,7.281236,8.861745,8.064096,9.06108,9.167045,9.157733,7.948548,8.383785,7.829107,8.507212,8.320535,8.371382,8.716127,8.598662,8.423193,8.483274,8.676967,8.109252,8.7770605,8.352722,8.11933,8.768762,8.776678,8.242435,7.7721767,8.519074,7.673851,8.352899,8.841218,8.55721,8.793652,8.368137,8.279652,8.536328,8.495812,8.842311,9.049261,9.310328,8.518271,8.669775,8.671313,8.057693,8.940798,8.365012,8.652726,8.153831,8.696478,7.7657056,9.1535845,8.630156,8.950324,8.556091,9.396187,8.987554,8.464205,8.432671,9.209282,2020-07-29,Providencia
8.967545,8.620702,8.634501,8.531134,8.351252,9.499506,8.438391,8.092156,8.433214,8.635302,8.716992,8.578806,9.146951,8.429043,9.417766,8.652278,8.221673,8.84127,8.316433,7.738179,8.446439,8.496665,8.547553,8.339231,8.769243,8.694595,8.270832,8.906896,8.308289,8.086607,9.048917,9.191039,8.417654,8.607941,8.723093,8.398913,8.732454,8.788079,8.166154,8.930507,9.191676,8.489781,8.870102,8.543302,9.096463,8.900368,9.061012,9.1263485,9.31093,8.246403,8.603484,8.957199,8.973798,8.023405,9.337574,8.4420595,8.287604,9.248741,8.677904,8.701932,8.581165,8.464037,8.631733,8.557984,8.383841,8.411385,8.794338,8.8058405,8.685563,8.342693,8.537061,9.020725,8.282285,7.9892807,8.755345,7.802966,8.609917,8.580655,8.550627,8.597003,8.7167225,8.954732,9.212361,8.269291,8.405452,8.816533,8.179531,8.873709,8.982284,9.002948,7.9831433,8.984172,8.0636,8.888702,8.71671,8.685916,9.47424,8.69,8.391448,8.59998,2020-07-30,Providencia
5.930185,5.930967,6.9275,6.4331594,7.4299693,6.596039,6.2384677,5.9312415,6.02552,6.433638,5.721598,6.1951375,6.2691402,5.6926317,6.3568645,5.8605556,6.1120067,6.4442344,5.7736106,6.663728,6.227361,6.5093036,6.69069,6.273211,6.7383447,6.7133455,6.078338,6.1619763,6.7651253,6.7142906,5.769988,6.879392,6.5717025,6.1240273,6.501649,6.5395617,5.377282,5.725542,6.0714602,6.77214,6.080143,5.981843,6.148402,6.9103055,5.813984,7.081399,7.017314,6.8218174,7.296563,5.964014,5.942721,7.1156507,7.285369,6.099137,5.7873845,5.853137,6.550681,5.772189,6.982071,6.7819157,5.9749236,5.6235647,6.4296503,5.901838,6.048631,6.155925,5.81395,6.3346286,6.825215,5.960819,6.535605,6.019318,6.5691233,6.454556,6.0918317,6.6168427,6.062462,7.0187693,6.7359414,6.655136,6.232061,5.814424,5.866851,6.6346455,6.621527,6.262993,7.4840198,6.614157,6.1081095,6.302066,5.957613,5.782306,6.4776,6.686063,6.312543,5.636103,6.125897,4.900159,6.972262,5.608028,2020-07-31,Providencia
6.8519692,5.842906,6.165622,7.555622,7.000042,5.407046,6.7981906,6.271383,6.0255356,7.007782,6.062239,5.600689,6.586082,6.194785,7.225479,6.6547766,6.684027,6.210571,6.549114,6.5410843,5.982216,6.490027,7.137923,6.939901,6.1504555,5.8970523,6.3329763,7.2075286,5.798957,7.2664347,6.1897097,6.1909733,6.910774,6.7857533,6.5437617,6.9486327,6.510321,6.7341056,7.3381248,6.618645,6.5532575,6.221229,6.1831455,7.130853,6.731252,6.7377334,6.105582,6.4506874,7.374818,5.991585,6.618624,6.0862594,6.641184,6.3971624,6.6223817,6.8168116,6.692692,6.771037,5.8563895,6.3911133,6.567702,6.2899156,6.6336875,6.896374,5.896853,6.1733336,5.5422025,6.8227572,6.4519434,6.71933,6.8180184,6.67499,6.5278416,6.4064975,6.547162,6.395979,6.235456,6.1825886,5.9335175,6.1034327,6.701882,5.937969,5.642828,6.362678,5.905893,6.127624,6.268871,5.803794,6.1232967,6.3415685,6.9269223,6.523763,7.042932,5.86104,7.0200334,6.0710306,6.265388,5.809131,5.6693163,5.678954,2020-08-01,Providencia
6.190585,6.4031363,6.5113025,6.142915,6.392022,5.7465377,6.6663203,6.5179005,7.398564,6.351121,6.667491,6.098549,6.123455,6.724157,6.623187,7.147294,5.6680603,6.2683372,6.4728174,6.669912,6.0592456,6.5331373,6.7602906,6.961513,6.961868,6.821786,6.4051976,6.5933614,6.7447925,6.8284154,6.4878674,6.08115,5.9901757,6.777506,5.78783,6.2511067,6.408305,6.363753,5.9005895,5.936459,7.4552426,7.3084025,5.984857,6.635759,6.3253894,6.195324,6.607528,6.7106447,6.106457,6.2929997,6.844996,6.117652,6.2582436,5.9847407,6.6272035,6.914638,6.6031857,6.860862,6.443869,6.2397184,6.4452496,5.9592185,6.0565734,6.8429294,6.4437037,6.8263593,6.2659216,5.9670777,6.1619787,5.807067,7.0496287,6.029207,5.681427,6.3969917,6.2386513,6.801306,5.663052,5.8451586,6.608732,7.328595,6.8545175,6.844732,6.4068885,6.0381517,6.1488447,6.637227,7.1379304,5.8240595,6.5443783,5.6325865,6.8938546,6.514293,6.3215103,6.601466,6.40258,6.2497783,6.4544578,6.058145,5.9802556,6.571389,2020-08-02,Providencia
6.207497,6.254424,6.174916,6.0183754,6.4342804,6.947131,7.3742743,5.951357,6.1600394,6.164302,6.3574886,6.5443134,5.9429383,6.26703,6.0341067,6.1544566,6.9245167,6.2668924,6.251552,7.160262,6.400363,5.665041,5.931772,6.1738386,7.268703,6.979761,6.564216,6.8219595,6.3967586,6.581338,6.048629,6.296247,5.9708686,7.0453506,6.244807,5.898611,6.39181,6.0886803,5.9280667,6.651718,6.484755,5.8786926,6.671675,7.3490577,5.1523504,5.7043805,6.375732,6.969934,6.0576634,6.435311,6.682821,5.9401884,6.23549,6.6842656,6.8237386,6.2406425,6.390443,6.2194815,6.1168437,6.270357,6.821781,6.1042333,6.663412,7.011309,5.7587132,6.107076,6.219209,6.114342,6.234301,6.5563493,5.65844,6.303254,7.2154136,6.1858153,5.679446,6.1729274,6.3481407,6.9879956,6.788863,5.7315884,5.888199,7.1637735,5.812842,6.550795,6.220714,6.592766,6.04389,6.7252445,6.155031,5.7602334,6.557274,6.484897,6.1877236,6.1313605,5.7766614,6.596953,6.442137,5.8967,5.4267135,6.3750324,2020-08-03,Providencia
5.956846,5.7365394,5.711178,6.779316,6.534129,6.7984962,6.6441207,6.0488515,6.6586423,5.6652894,6.1084204,5.558211,6.0532227,6.2451305,6.4901824,6.1926928,6.4110785,6.851187,6.656115,6.376348,6.6946726,6.197072,7.4274106,6.7545238,5.8117385,5.574753,6.8076243,5.6265244,5.999879,6.2223687,5.9360733,6.2116947,6.404066,5.6372657,6.370299,6.231789,5.514746,6.2657557,5.809408,6.209903,6.157996,7.0925856,5.8596625,6.52469,6.2259655,6.8141913,6.0080743,6.0975494,6.1079593,6.41532,6.3065686,6.3062997,6.232688,6.144961,5.9748435,5.941633,6.500683,6.5171804,6.5627456,5.852158,6.517797,6.2554054,5.2040396,5.964338,7.0805006,6.020012,6.2689743,6.0195665,6.419673,6.0710435,5.751675,7.190909,6.5133147,6.662858,6.908296,6.5241,5.949329,6.004032,4.9542794,6.0401454,6.622462,6.603644,6.998724,7.11947,7.3429465,6.2975187,7.1231523,6.333181,6.974789,6.342884,6.5115743,7.132112,6.6313777,6.1057296,5.32195,6.4605665,6.3441553,6.76664,6.4978786,6.655833,2020-08-04,Providencia
6.4001794,5.8976297,5.5724015,6.481492,6.6177983,7.431494,6.6358523,6.878649,6.2255435,6.0609,6.042973,6.255206,5.8006506,5.919871,5.3734756,6.206974,6.790034,7.045327,6.0947967,6.678188,7.073403,6.3570952,5.9842563,6.8582177,6.272069,6.591919,6.604576,6.605327,7.2130933,6.883903,5.9708557,6.455188,6.047044,6.904158,5.6644325,5.7307053,6.4749484,6.528178,6.263275,6.3212485,6.650263,6.3891296,6.105766,6.384495,6.7363224,5.5437717,6.8802543,5.8907237,6.7644315,6.273141,6.7778735,5.7546477,6.9471803,5.9211087,7.413109,5.8925285,6.5693436,6.5594,6.2480617,6.098588,7.0889163,6.769636,6.455548,6.402665,6.431761,5.5957537,5.797131,6.6061273,5.77113,6.441982,5.8544574,6.9788237,6.005146,6.1100774,6.726679,6.699238,6.0776,6.4503145,6.416444,6.3893704,6.641759,7.170408,6.9404736,6.6862335,6.115632,5.78299,5.86928,5.565591,6.5466104,6.247676,6.911862,6.160485,5.9533973,5.650027,6.358934,6.2438483,5.9387693,6.4456844,6.811327,6.261724,2020-08-05,Providencia
6.4369426,6.483838,6.9959664,6.5373063,5.949412,6.5473795,6.114915,6.025657,6.403004,6.7842693,6.7595215,7.086467,6.760687,6.137039,6.2491183,5.961212,5.9811983,6.5215,6.8166513,6.2712326,6.613769,6.642163,6.645576,6.2919717,6.0730996,6.8782864,5.7937183,7.6941085,6.0375247,5.830598,6.4307585,5.832162,6.1243353,6.56482,5.5456495,5.260504,6.7450824,6.6505995,7.7283936,6.6538234,7.0920653,6.7051086,6.2229176,5.997688,5.778018,6.696537,6.609437,5.710186,5.6845994,6.2766395,5.777565,5.986473,6.3568025,6.7337923,5.872838,6.2542067,6.1559067,6.0048556,6.2938156,6.0536084,6.555407,6.081285,6.3410892,6.7770424,6.4964232,6.0205092,6.535812,6.4870725,6.3072057,6.868343,5.7594204,6.8938365,7.2065806,6.0720015,6.385792,6.1959453,7.10783,6.2171144,6.299124,6.649955,5.8341637,6.1646204,6.388964,5.134325,7.1910176,6.3643537,6.7701464,6.1127005,6.5039926,6.1162796,5.788609,6.976079,6.550966,6.6759715,6.270976,6.93741,6.0207295,6.753032,6.0817432,6.5264072,2020-08-06,Providencia
6.0666595,6.1481667,6.5931253,6.295162,6.196331,6.0988727,6.3202286,5.8877172,5.8025694,5.9540033,6.8612347,5.953977,5.667014,6.2049284,6.1010118,6.234003,6.474715,6.5184264,7.1685877,6.9106164,6.3850822,5.9444737,6.7514396,6.2604523,6.512615,5.650343,6.8654866,6.0194116,5.791701,5.9414854,6.4393015,6.290221,6.578733,6.768862,6.2629538,7.5613995,6.4969153,6.5440288,6.0665636,6.822317,6.606319,5.993263,6.389407,6.478154,6.4928885,6.160213,5.87992,6.4345107,6.3887076,6.690237,6.1417236,6.309531,6.8030796,6.8103533,6.978604,6.1924624,6.756194,6.825929,7.5864525,5.844957,5.7377696,6.040772,6.164136,6.329452,5.6024113,6.6642127,7.0000734,6.5888553,6.437854,5.5453076,6.0719085,6.2381363,6.469495,6.470922,6.3292193,6.43079,5.9776273,5.7018814,6.3717127,6.33358,6.821431,6.257407,6.5059733,6.8692207,6.611195,6.740437,6.63123,6.514749,6.2769036,6.4453425,6.925998,6.3662415,6.8753705,6.352921,6.613083,6.3269143,5.7901525,6.1492724,5.8397,6.293707,2020-08-07,Providencia
6.179077,6.5375056,6.813805,6.4986763,6.2442393,6.8279724,6.804118,6.285154,5.880873,5.990606,6.338562,7.1121364,6.07688,6.8837504,7.038191,6.291055,6.584228,6.0996366,6.6415386,6.6972184,6.5492516,6.1943216,6.8514256,6.4475904,7.1050878,6.5597677,6.86422,6.8911667,6.789011,6.6007876,6.7788525,6.2768645,7.0878935,5.9152255,6.810941,6.543381,6.979992,6.6159105,6.876225,6.260173,6.5887675,6.55882,6.499546,5.676686,6.1168776,6.97344,6.2993727,6.2204833,5.5880733,6.666411,6.3645916,6.297319,5.8895245,7.225114,6.2746067,6.1532006,6.4790554,6.1380596,6.4756556,5.7529855,6.0639353,5.2692976,6.26819,7.5124164,5.8708854,6.716909,6.367865,7.2241426,5.790572,6.026385,6.247378,5.9619994,6.4067435,6.563548,6.081966,5.590212,6.534968,6.3240995,6.6909385,6.3839455,6.5269923,6.237986,7.131858,5.9181957,6.853334,6.282502,6.840511,7.654976,6.875643,6.297956,6.813792,6.8413835,6.4862566,6.58161,6.2889137,6.114715,6.651265,5.5403047,7.225699,7.066463,2020-08-08,Providencia
6.3315573,6.287399,5.873651,5.9229264,6.637942,6.6922464,5.7496114,7.190246,6.880573,6.543692,6.7946043,6.9434695,5.620315,7.02364,6.567163,5.532831,5.9615517,6.749055,6.6122437,6.638716,5.8661985,6.2157807,6.5376196,6.8396354,7.1787877,7.077883,6.2219152,6.6845064,6.9673133,6.6008706,6.711463,6.8132668,6.1229863,6.0468187,5.6748214,6.0729103,5.956761,6.625551,6.5137987,5.9812346,5.9941688,6.794208,6.367334,6.861812,6.285234,6.671525,7.219347,6.2464795,5.8563685,6.767904,6.8789415,6.7622538,6.334722,5.9029536,6.9731374,6.433374,7.0641246,6.6899834,6.0224953,6.707369,6.3141847,6.211661,6.9514813,6.991836,5.9345665,5.830062,7.4728565,6.482277,6.7336397,6.31652,6.686604,6.5986853,7.3536205,6.6451406,6.149816,6.074363,5.4660196,6.598439,6.087655,6.3711925,6.6073394,7.2679777,6.521839,6.167526,6.5036507,7.2798715,6.2434964,6.8409953,6.5915666,6.3764777,6.5240607,7.003002,5.8634925,6.042191,6.3305736,6.0818496,6.514151,6.125291,6.963393,6.8044004,2020-08-09,Providencia
6.2673273,7.056558,6.5760684,6.77379,6.4448533,6.1944385,6.3723474,6.4113216,6.853624,6.0275555,6.496677,6.768533,6.941408,6.226359,6.3515797,6.3877625,6.066685,6.5210443,6.763802,6.1240115,6.3014803,6.1735773,6.516751,6.6060834,6.1855435,7.279325,6.5199046,6.1975017,6.3684425,6.2739205,6.455147,5.549847,5.882046,6.7986646,6.2257376,6.1136875,7.027188,5.8942533,5.8057,5.763258,6.5916677,6.8520703,6.2374134,6.4099855,6.8304768,6.2119875,6.9892726,6.2183003,6.0835223,6.8751893,6.7113466,6.890522,6.399553,6.364092,6.425067,7.706968,6.469648,6.122142,5.9911394,6.106947,6.1220436,7.068651,6.194296,6.532842,6.9246616,7.2468786,6.5371976,6.675474,6.127611,5.8276796,7.070417,6.7873845,5.892925,5.906452,6.400451,6.2804613,7.703011,5.927976,6.2539372,5.689167,6.376545,6.2358236,6.1205053,6.356686,6.2644377,6.3116417,6.7283106,6.779704,6.3486223,6.235192,6.5521054,5.5763245,6.4862385,7.4444313,6.554506,6.456545,6.3558497,6.440125,5.4345107,7.086441,2020-08-10,Providencia
6.1910615,5.985823,6.257941,6.6352153,6.571511,6.570755,6.3713217,6.523341,6.976141,6.015711,6.394032,5.6801143,6.1100464,6.6134014,7.0466223,6.3574214,6.605467,6.7460537,6.388749,5.662143,6.1972737,6.0391173,6.239506,6.099989,6.039542,7.328272,5.953208,7.301305,6.777081,6.14653,6.1580377,5.9468045,6.600842,6.2543826,6.806961,7.1018534,6.9219327,6.1722775,6.1589413,6.5634212,6.1789064,6.8667526,7.1034565,6.1001053,6.6945252,7.5589986,6.3199744,6.002064,6.4416475,5.9091296,6.025564,6.701724,6.738531,6.412811,6.3337584,5.819292,6.9052534,5.7648973,6.5298743,6.002422,6.672149,5.618738,6.454696,7.0159936,6.7793984,6.502783,5.799102,6.1735306,6.0609183,6.2586966,5.8761215,6.5154223,6.085278,6.390153,5.676313,5.6929297,6.4856744,6.649253,7.0115733,6.132627,6.06929,6.335027,5.8236475,6.268273,5.9189854,6.8066015,6.3876643,6.2233863,6.9191074,7.286855,5.9979134,6.721878,6.0337753,6.1396756,6.8572206,5.762543,5.809447,6.1430964,6.409869,6.414608,2020-08-11,Providencia
5.5547023,6.099129,6.2686405,6.2488384,5.6968555,5.950523,7.044789,7.209217,5.7544045,6.390624,6.5571575,6.285884,6.645488,6.692549,6.1148086,5.651726,6.3361278,6.756386,6.0335135,5.7537622,7.212943,6.4940615,6.3988147,6.480959,6.2867227,6.810843,5.890335,6.700872,6.8267684,5.5171,7.457092,6.6022897,5.8805547,6.2078958,7.0244093,5.460447,5.8827972,7.1318192,5.865129,6.7305503,6.2224436,5.9118567,6.6926894,6.1695843,5.8733273,7.3965206,7.418226,6.336739,6.662369,6.2962546,6.357411,5.8134165,6.66993,6.882774,6.612852,5.6934323,6.345424,6.6826677,5.098051,6.2406063,5.89871,5.621711,6.3202596,6.1300607,6.553483,6.645358,6.007997,5.8618197,5.9363246,7.185616,5.7254434,5.557579,6.119586,6.68657,6.263394,6.223544,6.185678,5.9660497,5.883411,6.342296,6.2114697,6.9327617,6.1630483,6.122471,6.2966976,5.85815,6.4603386,6.3614197,5.98725,6.590246,6.358553,6.5869083,6.772614,6.276756,5.7320104,5.569623,6.1201377,5.9038963,6.317217,6.755376,2020-08-12,Providencia
6.538047,6.409621,7.059101,6.1430883,5.9619865,7.1968493,6.6176376,6.002613,6.477388,6.545805,6.723341,5.9433165,6.4566717,6.6918683,5.9443674,7.1429543,6.9493866,5.92056,6.8353734,6.740538,5.89886,6.203082,6.3047175,5.8994813,5.7832465,5.451081,6.9588456,7.062084,6.9119706,6.706284,6.8370204,7.1327825,6.007992,6.1708713,7.250913,6.4276824,5.9864187,6.15638,6.730698,7.149539,6.203043,6.655709,6.4353213,6.344549,6.779062,6.4678793,6.57539,6.4500737,6.2329726,6.257125,6.618378,5.5146036,5.751331,5.257492,5.855822,6.5812216,5.678203,6.8974853,6.031538,6.991929,6.493777,5.480596,6.4415593,6.025173,5.8551593,6.775307,6.0451097,6.303531,5.840487,6.308226,6.976268,6.02596,6.70407,6.617788,6.4198723,6.23955,5.4863057,6.581219,5.569636,7.3547544,6.9352217,6.688945,6.503736,6.023979,6.1551294,6.8847213,6.0392885,6.346486,6.4886575,6.7056365,6.9960413,6.521254,6.306232,6.399198,5.8673587,6.7925997,6.0922046,6.440622,5.8307843,6.016651,2020-08-13,Providencia
6.208357,5.929579,6.860424,6.26009,6.757507,5.66502,6.2683477,6.4244533,6.506002,6.3891687,6.3212667,6.538223,6.415369,6.9156556,5.969794,5.6419554,6.308371,6.541369,6.7377515,6.6964154,6.2274313,6.2416472,5.838628,5.8588595,5.947848,6.6332526,5.769162,5.9617534,6.649367,6.1793804,5.4522667,5.9076824,6.2327576,6.05192,5.9591227,6.7737174,6.539026,7.037968,6.4042187,6.1023817,5.946465,6.529095,6.3338027,5.800591,5.5643377,6.333875,6.36426,6.21749,5.6823697,6.609569,5.7899194,6.5447407,7.1077967,5.6477222,6.8247147,6.0224566,6.2477226,6.361883,6.280438,6.3726788,6.104976,5.90363,6.775421,6.0520363,6.545235,7.133412,6.2865806,6.370985,6.4468966,6.3240557,5.8369966,7.145453,5.3191895,5.6728044,6.2240906,6.14965,5.897943,6.8403735,6.062576,6.917647,6.2179847,6.3660417,6.2024736,6.9925117,5.6427865,6.383736,5.929618,6.145398,6.6042213,6.1400223,5.75884,5.8736744,5.655294,6.2850294,6.0595617,5.6818104,6.3554354,6.1280384,6.198597,6.6897707,2020-08-14,Providencia
6.8562083,6.3837824,5.565368,6.027817,6.785,5.883851,6.4475207,6.262195,6.3117995,6.723608,6.2664084,7.31709,6.3540134,6.842528,6.7464757,5.5339007,5.682582,6.912012,6.171604,6.3066983,6.0162783,6.1569295,5.9613185,6.948964,6.4370565,6.751515,6.287005,6.947499,6.212679,6.1501293,6.8438773,5.8128834,6.539559,6.916013,5.917771,7.446187,6.4576325,5.940139,5.9259615,6.4252586,6.3420424,6.6228194,6.6018367,6.2854357,6.7677045,6.0585074,5.940393,6.516857,6.9345927,6.766617,6.551624,7.2135983,5.7435,6.526262,5.9392586,6.558271,6.5695224,5.644607,6.451594,6.2988467,6.49134,6.3307705,5.8804016,5.979388,5.9605703,6.2087116,6.2615323,5.890752,6.4809847,6.488339,6.3387303,6.202235,7.266792,5.8172517,6.6000266,6.120992,5.6705256,5.510893,7.0931373,6.4120235,6.381807,6.167334,6.2643757,6.8220816,6.561865,6.294341,6.267993,6.1982965,6.495843,6.7466645,6.547289,6.485757,6.861276,6.6817384,6.668972,5.824984,5.7444296,6.4031444,5.868223,5.909725,2020-08-15,Providencia
6.1454916,6.0236063,7.2429657,6.4765463,5.845068,6.4065676,6.1322412,6.7572947,6.5050464,6.6649714,6.560573,6.642409,6.9788136,5.7673,6.210361,6.2726436,7.3773947,6.2328353,6.256423,6.0273147,6.3652105,6.719827,6.582581,6.021255,6.7132344,6.023195,6.368901,6.4857726,5.910528,5.966314,5.5055017,6.476805,6.8870597,6.320161,6.0248466,6.718654,5.960705,6.720389,6.57922,6.761697,6.212935,6.565198,6.8071656,6.4369555,6.2438846,6.843965,5.8191833,6.1984725,6.50139,6.6777453,6.7313375,6.1860666,6.828392,6.741087,6.714822,6.51809,5.271289,6.8728123,6.05394,6.191851,6.13843,6.213362,6.324035,6.837774,5.9556785,5.973013,6.5397687,6.775126,5.8090014,6.2749043,5.7841682,5.5305576,6.274376,6.0901175,6.238817,6.283437,7.0012774,6.6166177,6.4458814,6.564333,6.926785,6.2411556,6.3507457,7.277484,6.6250515,6.8029137,6.318701,6.474467,5.5284004,6.107299,6.135667,6.426538,6.2085795,5.9169292,7.4086237,6.281616,5.9959917,6.3775654,6.090682,6.1148214,2020-08-16,Providencia
6.686063,5.8818107,6.1402917,7.208839,6.4828544,6.140709,6.6851616,6.0615606,6.0827503,6.4079633,5.7699857,6.8475437,5.7483683,6.373404,6.2047677,5.980183,6.917318,6.4532304,6.33387,6.8345757,6.8750443,6.2313695,6.729776,6.551051,5.6800857,6.6639714,6.1019645,6.827325,6.134903,6.4710693,6.086052,5.964439,6.0595226,6.8574514,6.5726657,6.1176934,6.1805096,5.994736,6.273571,6.199146,7.126309,5.743166,6.661799,6.231867,6.2066245,6.3321347,6.508247,5.423466,6.0793996,6.531203,6.5187135,6.762808,6.5071983,6.6838202,6.4210534,6.830329,6.9243975,5.9183846,5.877737,5.991051,6.9643383,6.186724,6.637551,6.654699,6.6760364,6.2203927,5.637012,6.0118604,5.5765576,5.8440843,6.0305123,6.8116794,6.750339,6.783565,6.367927,6.3956037,5.888833,5.4028745,7.3294396,6.5449815,6.3147283,6.651503,6.829047,6.5916495,5.8312893,6.432043,6.9073534,6.827154,5.894714,6.420359,6.1450434,5.8652015,6.6139812,6.310875,6.5805535,7.404527,6.2404613,5.783262,5.995526,6.3753486,2020-08-17,Providencia
6.299458,6.3602853,6.3930063,6.394498,6.279902,5.993281,6.458171,6.8220863,5.686311,6.000368,6.24968,6.1554403,6.0034494,6.1329145,6.145621,7.092368,6.7248588,5.796367,6.116743,5.9578123,6.693181,7.316127,6.5443654,6.6136937,7.202782,5.8683915,6.0662503,7.106002,6.3602157,6.690923,6.807039,5.9195266,6.0062256,6.9469314,6.4836235,6.547571,6.064707,6.453624,5.7344265,6.043662,5.832294,6.483372,5.737482,5.854978,6.295763,6.54928,6.7244053,6.5347037,6.062159,6.436914,6.3636312,6.6439524,5.8540845,6.6109204,6.1641927,5.656449,6.8613176,6.865202,6.432807,5.5182757,7.1651564,6.770517,6.48954,7.0362253,5.5862684,6.449315,6.4577723,6.925322,6.3648686,6.8317533,6.583182,6.1785207,5.913195,6.7856627,6.158773,6.516787,5.818772,6.1271086,5.521233,6.2642407,5.9848156,6.684056,5.85858,7.1692815,6.092544,6.5154095,6.286275,7.384342,6.104083,6.8893175,6.728233,6.8968997,6.516329,6.2941704,5.9072447,5.714925,6.0004535,6.8056693,5.8870645,6.3793387,2020-08-18,Providencia
7.5224013,7.075526,6.770558,6.577122,6.4583755,5.768753,6.7366486,5.491565,6.4073935,6.0164466,6.1259975,6.901615,6.2126527,5.665025,5.9372826,6.2227855,5.870797,6.659357,5.9465013,6.299769,6.2649813,6.8738065,6.7527966,6.582371,6.664979,5.810053,7.611444,6.9378085,6.5518904,5.8320765,6.7168727,5.740786,6.585251,6.313817,5.7364955,6.2652507,6.55622,6.7940526,6.596401,6.994848,7.0917573,6.288406,6.8480515,7.6286716,5.783316,6.240912,6.287518,6.726565,6.274596,6.4351244,6.150795,6.862234,5.560267,5.8029137,7.1723967,5.9718757,6.4079247,5.8226895,7.3244004,7.268405,7.312287,6.645713,5.990585,6.6854568,6.398113,6.664852,6.484965,6.198175,6.8697696,6.261654,6.2757306,6.462154,6.112356,5.851684,6.901403,6.748011,6.4511456,6.3050075,7.265898,6.977428,6.3923926,6.087976,5.905727,6.1524754,6.082867,6.8026547,6.048613,6.840068,6.823143,6.712592,6.6604085,5.9534674,6.1498237,6.7374926,7.40844,7.073027,6.9693904,6.2297616,6.0277963,6.288885,2020-08-19,Providencia
